text_review,star_rating,lr_prediction,svm_prediction,rf_prediction,gb_prediction,nb_prediction,nn_feedforward_prediction,nn_lstm_prediction,roberta_prediction
"My favorite place for fish fry. They perfectly pour pints of Guinness, too.

The ginormous chunks of cod with a crispy, light-to-medium batter is very tasty. I prefer it with the scalloped potatoes but you don't get a choice during Friday all-you-can-eat.

It's a small-to-medium sized pub with a nice scotch and whiskey menu. I had my first Tullamore Dew here and it didn't disappoint. It's a bit dark and some of the tables are wine barrels - makes comfortable sitting a bit of a challenge. The live bands I've heard were great and can be pretty loud. A couple of TVs dot the bar with all things football (soccer) and American football (if you're a Jets fan).

Service is friendly and only a couple of times it wasn't very prompt.

It definitely has a bit of character to it and I wish I had more time to stop by there.",4,4,4,4,4,4,4,4,4
"My daughter has been attending Gold Medal Swim School since February.  

The instructors are great!  They always take the time to say hello outside of class and they are very caring.  

The class ratio is fantastic - with a max of 3:1 in each beginner (Starfish) class.  

Currently the price is $72/month, which includes 1 class per week during the Spring and Summer and the ability to schedule unlimited classes per week from October-February.  The school also routinely sends emails for a free class when there is same day availability (usually with newer instructors).

The only reason I am leaving this at 4 stars is that my daughter has struggled with swim lessons in the indoor pool because some of the sky lights are not covered/filtered.  She is very sensitive to light and I am concerned she may not be able to progress with the way the skylights are currently.  Only time will tell!   

The management at Gold Medal is top notch, which is probably why they retain such happy employees!

Overall, I am very pleased with Gold Medal.  And, yes, the owners were Gold Medal Olympians!",4,5,5,5,5,5,5,5,4
"We just moved to town and were looking for a place exactly like this.  This bar is not posh, it is not shiny or pretty, it doesn't have a huge menu... and that is all fine by me.  

What it does have is a friendly wait staff, plenty of seating, good/ok live music, and a great bar selection.  

The mix of people that was there the night we stopped in was entertaining... I can't really comment on that, as I still think everyone here in Phoenix is crazy... lol.  

Either way, it seems to have that good old suburban bar feel to it, which is nice and cozy when you don't feel like dolling yourself up and having a fancy night out.",4,3,3,4,4,3,4,4,3
"There're times when you eat something and you want more. Then there are times when you eat something and you instantly know you will never have anything quite like it. For me, I experienced both of those at Pizzeria Bianco. My buddy and I drove almost 500 miles from Santa Barbara for a Giants-Diamondbacks game and thought we'd try this place I had heard about. We arrived fairly late so there was about a one hour wait but man, was it worth it. We ordered a Biancoverde and a Wiseguy. I was a bit skeptical at first because they each didn't have tomato sauce like I was used to, but I realized I dont care much for tomato sauce in the first place and I'm always up for trying new things. BEST DECISION OF THE DAY. The Biancoverde was my favorite. It was so simple (3 cheeses, arugula, and olive oil) yet so amazing. It has left me wanting more to this day. The staff was nice and friendly, not to mention a few cuties. I will definitely drive 500 miles for it again. In fact, I'll be making my way to Phoenix in a few weeks, JUST for the pizza!",5,5,5,5,5,2,4,5,5
"Every time I drove by this store with my brother I mused upon the social issues faced in a FOOD CITY.  

Do you suppose they have problems with segregation/integration?  You know, the  tomatoes CLAIM that the bagels could have moved into the produce department if they had CHOSEN to; they just CHOSE to occupy shelf space in the bakery department because they LIKED being with their own kind?  Doesn't a bathroom cleaning product have the same rights to locate itself in a freezer case as a gelato does if that's what its little heart desires?  Do the canned yams believe that there is nothing wrong with the candy in the bulk food section, they just wouldn't want THEIR daughter to marry one?  I almost wanted to stick a carrot in the dairy section just to make the point.  NO MORE SEPARATE BUT EQUAL around here.  Nope, we're a modern day non-bigotted ""everybody deserves a fair shot around here"" kind of grocery store.

Well, I finally had the occasion to stop in here over the the weekend I was visiting Phoenix and was surprised to discover it catered to a mainly Hispanic customer base.  Being from Bakersfield, California, this made me feel at home at once!  There was mariachi music playing over the PA system, and there were spanish language entertainment magazines by the checkout.  

I stopped in because a friend texted me to pick up a bottle of Pinot Grigio for her.  Now, I know that those of you who shop here regularly are probably still rolling on the floor laughing, but remember - I'm from out of state and didn't know any better.  When I discovered their tiny wine section, and that it was mostly Carlo Rossi & Gallo wine, I was momentarily downcast.  But there, on the very top shelf, were a few varietals by a decent Australian Wine Cellar and - Lo and behold - one lonely Pinot Grigio.  Ta - da!  Cue cherubs descending Earthward blowing trumpets in celebration.  And to make it even more exciting IT WAS ON SALE!  Yes, normally priced at $7.99 a bottle, they were on sale for $5.99 each.  I decided to bring her two bottles just to celebrate.

The checker was very friendly and spoke English with only a minimal accent so bonus there, too.  The final kicker was when I gave my friend the receipt she discovered they'd only charged me $4.99 per bottle. Woohoo!

The store was very clean and I did notice they had an excellent selection of Hispanic themed items so if you're looking for that sort of thing, this place might be for you!",4,5,5,4,3,2,4,3,4
"Mixed reviews from my husband and I:

His comments: 
* Salad was good - we had the spinach & Gorgonzola salad. 
* Pizza was really good, but too expensive. Plus, it was the thinner type so you wouldn't expect to pay that much.
* Wait staff - not good. 
* Ambiance - pretty nice. Has a NY type of feeling.
* Too pricey to go back

My comments: 
* Salad had too much dressing. It was dripping with the balsamic stuff. I don't like soppy lettuce.
* Pizza was just ok. It was served to us fairly quickly considering that the place was packed. However, it was not hot. Plus, we had to wave our server down to ask her to heat it up. She didn't seem very happy with us and did not offer an apology for the cold pie. After all, this place is called Humble Pie. 
* Wait staff - Not good. Not very forthcoming with the menu and only seemed to be interested in getting the ordering over with.
* The staff should be humble enough to ask the customer if everything is ok after the food is served. That never happened. Even when she brought over the check we got nothing. 
* Ambiance - too loud and dark! Tables and chairs are packed tight in this place so plan to share your space with others not in your party. 
* Definitely not going back. 

We paid $34 plus tip for a small Cesar salad, pizza with three toppings, soft drink and glass of wine. Too much money for some Si's food.",3,2,2,4,2,2,2,3,2
"Everything is awesome at this place, and authentic according to my Japanese friend.

I just love the fact that they have more than just sushi. Their fish with rice dish was amazing. Since I've come to AZ, I've never seen this dish at any Japanese restaurants around here.

The staff is all Japanese, with somewhat limited English, so I guess you know you're at an authentic place.",4,5,5,5,5,5,5,5,5
"This place is too freaking cute!!!  The OJ is literally one of the best glasses I've ever had.  I had the typical eggs, bacon, and toast and it was amazing.  The bacon was crispy without being burnt, the toast had just the right level of buttery goodness and the eggs were folded such as a crepe and fluffy goodness.  I also tried a bite of the pulled pork burger which was amazing, and the touch of apple put it over the top.  Another plus was the garden patio area that feels homey like someones backyard.  I will definitely be back to this cozy establishment!",5,5,5,5,5,4,4,4,5
"Monday and Tuesday night after 8pm, you can get any bottle of wine and a whole board of bruschetta for $20. It's a steal, and a delicious one at that.",4,4,4,5,4,4,5,5,4
"We stopped by and rode the train, which was a good history tour. We discovered the history of gold mining in the area and some of the local lore regarding the Superstition Mountains and the Lost Dutchman Gold Mine.  I would like to come back and spend more time exploring the restored ghost town.  The train ride was a bit expensive for what it was although I enjoyed the Hurry-Up Henry the conductor.",3,4,5,4,5,3,4,3,4
"I was so disappointed in this place. I just moved out here and was craving filipino food and found this place based on reviews. Although the reviews were average, I was hoping to catch this place on one of its good days. Nope, not the case. 

The place is not much to look at and the food did not look good. I was hesitant to eat here but was so hungry and saw that they had my fav dishes, sinigang and diniguan. They were both ok, I've def had better. I ordered the pancit for my husband and it was terrible! He had maybe two bites and threw the rest away. 

Oh well, won't be coming back here. There's another filipino place in Phoenix so we'll be trying that next. Gingeroot, also in Chandler, is way better but expensive. Guess it's worth the price when you have your cravings!",2,2,1,2,2,2,2,3,2
"Four Peaks baby.  This spot is awesome.  Great place to meet up with a crowd, grub, and pound some craft brew.  The food is great: dope appetizers , rockin' burgers, decent pizza, and daily specials.  The beer is fantastic, hop knot being my fave.  They have happy hour everday from 3-7 and 10-close with dollar off beers, a light night menu, TV's, and a pool table.  I've gotten mashed here more than a few times.  Sunday brunch is killer, and may I suggest you try the Stout milkshake, a little known secret, but good for the sweet toof.  Don't miss out on the Peaks.",5,4,4,4,4,4,4,4,5
"Sauce has grown on me... particularly this location since this is the one I frequently end up at for a quick lunch or casual dinner spot near home.

I typically order chopped salads at lunch.  The chopped turkey & feta salad is what I had today.  I had them add asparagus, which was a great call if I may say so myself!  The large salad and fresh roll is the perfect lunch... fresh, filling, healthy enough, and pretty inexpensive when it comes to designer salads around town.  I also like the spinach, pancetta & goat cheese and the veggie & aged parmesan salads.  

My husband eats at Sauce often as well... he goes for a salad or sandwich.  Last time we were there together, he had the salami, turkey, prosciutto & mozzarella panini.  I had a bite and was pleasantly surprised! It had a nice balance of thin sliced meat, cheese, lettuce, tomato, and tangy red wine vinegar in between two perfectly grilled pieces of bread.  The thin crust pizzas are pretty decent also.  Depending on your appetite, sharing a pizza and a salad with your companion can work out to be a satisfactory meal... 

What I like about Sauce the most? Fast, friendly, and efficient service in a clean and casual environment.  The moderate pricing is also a big plus in my book... especially in this economy.",3,4,4,4,4,4,5,5,4
"Since I was in AZ area for the weekend with my gf for pleasure we decided to visit one of my friends in the area. She picked this place and we decided to get seafood instead of steak or a meat house. 

First of all, I'd suggest making reservations otherwise DO NOT COME HERE. We showed up at 7pm but weren't seated until 845. Good thing we ate a really good lunch otherwise I'd be starving and complaining like a baby. At least this gave us time to have a few drinks before dinner in the LARGE outdoor waiting patio area. I think it was so crowded because it was the weekend before Fat Tuesday. This place kinda reminds me of Bubba Gump or something similar. It seems fun and they do have a large bar and waiting area. 

We ordered alligator and frog legs as an appetizer. LOVED IT!!! We wanted the fried alligator and frog legs but the waiter absolutely loved that he worked here and HIGHLY recommended that we order it grilled instead. Since he worked here, we figured why not? I was thinking to myself that the cooks were a bit lazy and maybe they didn't want to prepare it. Lol. To my surprise, it was good as he mentioned. I have had both before but not for a few years so I was pleased. My gf ordered the crab stuffed shrimp which was really good. I ordered a  combination seafood plate which was good but not great. 

There are way too many things to order on the menu. A lot of fried food so if you are trying to watch your diet/weight then don't come here. 

I would definitely come here again but I wouldn't be in any rush. Great for a lot of people and groups, but PLEASE make RESERVATIONS.",4,3,3,4,4,3,3,3,4
"DVAP....

You have to go at least once in your life. It really is a neat place with alot of history. 

The service is great, it appears to be family run. 

The food is good. Better then Dennys but not as good as Mimi's. 

I had the all u can eat of beef ribs, lasagna, meat loaf, cat fish, chicken, mashed and diced potatoes, stuffing, rice, homemade apple pie, etc and salad bar. I know I am missing a bunch of stuff they had but you get the drift. 

They run specials on Prime rib and stuff so you might want to call to see what they are serving the night you go.",3,5,4,4,4,4,4,4,4
"I had every intention of giving this place a chance.  Mostly because it doesn't look like the kind of place that people RAVE about after a meal.  Sometimes making a snap judgment is completely justified!

We were intially given a server that was not at all confident in her ability to perform her job even at the most basic of levels.  When she was asked about the ""specials"", she shrugged her shoulders and told us she didn't know about the ingredients or sides that were available.  I was still hanging in there and giving this place my all.  Afterall... she could have been new, having a terrible day OR goodness knows what she was going through that day?  Then the baby started screaming in the booth next to us and every server in the place ran for the hills, leaving the issue unaddressed.  PEOPLE!... if you have a crying baby, FOR THE LOVE... take the poor little thing outside and deal with the problem, don't force unsuspecting strangers to listen to it.  We opted for a changed of scenery within the restaurant after five minutes of non-stop crying and were moved into the main area of the restaurant and reassigned to a new server.

She no sooner finished warming my coffee (I use this term loosely, as it was more like colored water) before I glanced into the grill area which open for the whole restaurant to see.  This was the nightmare... I saw a rather large female cook with a tissue paper plug in her nose.  Anyone who's ever had a bloody nose knows that this is one of the few things you can do to passify the DRIPPING BLOOD!!  You would think a bloody nose would qualify one for a break until the bleeding subsided, wouldn't you??

I don't think i'll be able to bring myself to visit this place again!!  In the mean time... might I suggest some food safety training??",2,1,1,4,2,1,2,2,1
"After four years of living in AZ I finally found Mexican food that appeals to me and my husband. Lets just say they changed my husbands view on tacos. He never swayed from eating vegetarian burritos until he got a hold of their carne asada tacos. In the last 4 months we lived in AZ we went there almost every week and brought friends, whom now can't get enough of them too.
They are reasonably priced, have great customer service and everything we have eaten so far has been fabulous. If you are looking for great food and you're not concerned with being in a fine dining Mexican restaurant, then look no further. 
We miss you Los Taquitos.....",5,5,5,5,5,5,5,5,5
"Pretty yum! Some friends and i decided to bike here last Saturday afternoon and this was one of the places we ventured! I only had the drunken geisha during happy hour and it was delicious! Others grabbed some food and i didn't hear any complaints. Our server was awesome and even put our last round of drinks on ""hold"" for Happy hour pricing, which was extremely kind of her! Nice patio, and great happy hour prices.

P.S. i would not come here during regular pricing hours.",4,3,3,4,4,3,4,5,4
"I went here due to a Restaurant.com coupon. The menu was expensive, which made me think that it was a fancy place, but it turns out that the food was expensive because it was a restaurant inside a hotel! It was inside the Sheraton and I didn't see any signs outside indicating it was there. We'd made reservations since it was a Friday night, but they really weren't necessary, as there were only two other families in the restaurant. We'd dressed up. We were the only ones.

The restaurant area was really very modern beautiful. They'd made good use of lighting effects and there was a large, full bar wrapped along the back portion.

We ordered the Pan-Seared Cheese (which were basically fried cheese poppers - delicious, but definitely overpriced considering only 4 of them came on a plate) as an appetizer. My date ordered the Baron's Burger (your basic burger), and I ordered the Valley of the Sun Ribs. The ribs were a little dry, but I really loved the ""Arizona croquette"" that came with them. It was fried crispy on the outside with creamy mashed potatoes on the inside.

With the restaurant.com coupon, the meal was reasonably priced, but without it, I would have felt a little ripped off.",3,4,4,4,4,3,3,4,4
"Yes, as the other reviewers have stated, there are always extremely long lines and surly attendants at this location.  However, they have two automated machines where you can do almost everything you need to do without interacting with a human at all.  The machines are super easy to use and you can pay by credit card and it just prints out your label.  Not all post offices have these so it is a definite plus.

Also, if you have pre-paid envelopes or just regular stamped letters, there is a drive thru when you pull into the parking lot where you can go and just drop them in the boxes without even getting out of the car.  I know that you could take these items anywhere but I have found that they get where they are going at least a day faster by dropping them at this post office since it is the main sorting facility for our zip code.  Very important when you are a Netflix addict.",3,2,4,4,5,1,5,5,4
"I reeeeaaalllyyyyy wish that I could give this a 4, but I can't do that in good conscience.  The food was great, but the service was downright abysmal.

In a fit of random adventurousness, I thought it would be fun to try a new kind of food for me.  I'm typically a weenie and afraid of anything ""weird"" so this is a big deal for me.  We drove out here on Friday night and at around 6 or so the restaurant was about half full.  We stood at the door for entirely too long while we waited to be seated.  When we were at our table, we waited entirely too long to get menus.  When we knew what we wanted, we waited entirely too long to place our order.  You get the idea.  Thankfully the food came out fairly quickly.  

I ordered the vegetarian plate that had collard greens, some kind of cabbage/carrot/potato thing, red lentils, and some bean/carrot/onion thing.  As with all dishes, it was served with the injera, a weird sourdough crepe thing.  I was a little weirded out that the bread thing was served cold, but I got used to it quickly enough.  Everything on my plate was yummy, but if I were to rank it, my favorite would be the lentils, followed by the collard greens, then the potato, then the carrot/bean thing.  

Eating here was a fun experience for sure, and not having any silverware definitely made for some creative feeding procedures.  I would probably come back here if the mood for Ethiopian food struck me again, but I would really hope that the service would be better.  Since everyone else mentions great service, I am going to assume we came at an ""off"" time.",3,2,4,4,4,2,3,5,3
"Its been a few weeks since I've eaten here..but its only now that I have time to write this long, overdue review.

Hm...its upscale...kind of comparable to Mikuni's in Sac...but their menu is to some extent, smaller and less tasty.  I don't recall exactly what i ordered but...I wouldn't recommend this place to friends.  It was okay, nothing that stood out...and trust me, food, when its good...it sticks with me.  :) 

 Without further a due, edible but i would never crave for it again.",3,3,3,5,2,3,3,2,2
"This will be a simple post...I love indian food, and this is HANDS DOWN the very best in Az. The Chicken makhani is so buttery, so savory...the Chicken tikka masala, the best I ever had. Service is always good, the food comes out fast. It's not super cheap, since you have to pretty much order everything ala cart, but it is worth it. If you go on Friday or Saturday there is also belly dancers. When in rome!",5,5,5,5,5,4,5,5,5
"From my door, it's a five minute stroll through the greenbelt to Dukes. They have a nice patio. They have enough TVs to show all MLB/NFL/NBA games. They have plenty of shuffleboard and pool tables. Yet, I've only been to Duke's a few times and I am not going back. This place is just bad.

Mixed drinks are poured short and use cheap mixers (such as bottled sour mix for margaritas). They offer a pretty basic beer selection. I think PBR pitchers might be more modestly priced, but that might be only when they're on ""special.""

The food is pretty bad, even for bar food. And pricey. Sure, the menu is gigantic and I've tried many different items, but I didn't find anything good. Everything seems to be made from ""freezer to fryer"" or packaged products. I'm not exaggerating: the burger and fries for about $8 is a thin, previously frozen patty with a handful or supermarket fries. I could go on about salads, sandwiches, and ribs. In the same price range, you can get a much better version of anything on the menu at Four Peaks or Zipps or even Devil's Advocate.

One of the owners was there on a few occasions. I guess being the boss of (and drinking in) his own bar is some sort of dream of his. He treats the place like his kingdom. He'll ask patrons ""how is everything?"" and get mad at them if they have anything negative to say. I feel bad for the rest of the service staff; they seem to be above average, but when the overall situation is this bad it just doesn't matter.

In this city, sports bars are a dime a dozen. I'd rather go elsewhere.",1,3,3,4,3,2,2,2,1
"nice location , good service but a little slow. been here twice so far and both times the food i would give 4 stars but both times they screwed up our orders and burger was cold, they did take off 20 percent for the issue and that was nice.. overall i enjoy the food and would go back.",3,3,3,3,4,3,3,3,3
"I need to stop going here so much, but it's hard to stay away.",5,1,1,4,4,1,4,2,4
"Ah what a beauty and wonder Camelback mountain is. However I do warn beginners to use the easier trail on the East side near Invergorden which runs north south and turns into 64th st. It is a bit of a walk from the parking through the neighborhood but the hike is less treacherous and much easier and takes you up a gradual slope to the top. Be very careful it's easy to loose the trail on that side too. 
Of course all the Phoenicians like to go to Echo Canyon at Mcdonald and 44th street bend. Parking can be bad at peak times on weekends--I definetely recommend late afternoon hiking, less exhaustion from heat, less crowds and a glorious sunset at the top. 
Happy Hiking my Dear Phoenicians.",5,3,4,4,4,3,4,4,4
"Ok seriously I don't miss Arizona but I sure in the hell miss this place. I daydream about this place....I miss everything on the menu because trust me I tried it...I was a hungry pregnant women on the prawl....besides I loved the live music and the hummus was out of this WORLD!!!

If you haven't gone....go you won't regret it...It's one of the few things about Arizona I miss.....",4,5,5,5,5,3,4,5,5
"I love pita Jungle! Everytime I am in town, I make it a point to get here. The food is fresh and healthy(ish). There ice tea comes in a variety of wonderful flavors and is so delicious. I would recommend you eat here, especially if you like yummy food with a medditeranean flare.",5,5,5,5,5,5,5,5,5
"This is my FAVORITE place to dine out in the greater Phoenix area. The food (I recommend the steaks) is almost as good as the view and the service is impeccable. My boyfriend took me here on a date a year ago, and it was definitely one of the most romantic restaurants we have found in Phoenix yet. 

The prices are a little high ($25 - $40 per entree), but it's well worth it and you won't leave disappointed. If you like American or French food (who doesn't?) and have a special occasion or just feel like doing something different, I highly recommend Different Pointe of View to everyone!",5,5,5,5,5,5,5,4,5
"I'm not a big ""organic"" kind of guy.  I could care less about hormone free this and BPA free that.  For me it all about flavor and service - it has to be better than I can make it myself and you have to take better care of us than I can.

Having said that, I'm HEAD OVER HEELS in love with the food at Tryst!  Service is family oriented too.  They treat you like a regular on your first trip in the door and burgers are to die for.

As a die-hard burger man, this is my default stop.  It is close to the house, in a pleasant shopping center, and has the best burger I've ever eaten in Phoenix.  I'd give it an extra half star if Yelp would let me.  This place is that good!",5,5,5,5,5,2,5,5,5
I love this place. The service is absolutely amazing. They are always really friendly and never screw up my order - - things that are very important when it comes to fast food. Their Apple Walnut Chicken salad is amazing! I also crave their fried zucchini on a steady basis. Carl's Jr has some of the best fast food burgers out there... if you want something fast and GOOD then I think you should stop here.,4,5,5,5,5,4,5,4,5
"I know that all Melting Pot locations gets mixed reviews... usually the price turns people off.  It is a little pricey, but it's all about the experience.  Also, since it's a time-consuming experience, one tends to be there about twice as long as at a regular restaurant.  So I don't really mind the price for a once in a while kind of thing.  My hubbie and I have been 8-10 times... twice at the Scottsdale location.

The husband and I always order the ""Big Night Out,"" generally the ""Lobster Indulgence.""  (We figure if we're going to spend a pretty penny, we might as well really make it worthwhile.)  Maybe since we always do the lobster thing, the price doesn't bother me as much.

Don't remember the specific themes the times we went to Scottsdale, but the ""Big Night Out"" meals go like this:  Cheese Fondue (you can choose the special or any from the regular menu) with assorted dippers, Salad Course (again, the special or off the menu), Main Course (if you get the ""Lobster Indulgence,"" it includes twin lobster tails, usually a couple kinds of beef (e.g., filet and sirloin), shrimp, chicken, salmon, and/or pork, often a stuffed pasta, and lost of vegetables) with assorted sauces, and the best part... Chocolate Fondue with fresh fruit, brownies, marshmallows, Rice Krispies Treats, etc.  Yummy!

I must say that your experience also really depends on your server.  If you get a bogus one, you might not have a great time.  We've had good experiences for the most part, some absolutely awesome experiences.

Also, check out each location's web site prior to making reservations.  They sometimes offer really great deals or promos, especially on weekdays.  This info might be helpful to those who feel like the regular price is over the top.",4,4,4,4,4,4,5,5,4
Went downhill. Not clean and the food isn't what it used to be.,2,3,3,5,5,2,2,1,2
"Very good place for breakfast and their pies are to die for.  We've been here about five times and they never seem to be crowded, which is a shame.  Their staff is always friendly and the food is always good.  It's like a Dennys-type place, but I think the food tastes better.  I've honestly never had a lunch or dinner item but I don't think that's what you go here for :)  The prices are very reasonable.  Once again, pies are TO DIE FOR! We've had their strawberry pie (x2), pumpkin pie, peanut butter chocolate pie and most recently, their mixed berry pie.  We're going to be moving across the valley and I'm actually a little upset this location won't be coming with us.",5,2,4,4,4,2,4,5,4
"Over the last 5 years or so, I've eaten lunch at Dilly's Deli a couple dozen times. The location is excellent, as it is near my office, and the interior décor is clean, modest, and charming. The music seems to vary, but on today's trip, it appeared to be a mix of oldies and jazzy easy listening. While I've never had to wait for a table to clear, seating can be limited during lunch hours. The service is friendly and quick and the menu offerings plentiful and interesting. Vegetarians will find a handful of options here, though it is likely you can request to omit meat from any sandwich or salad. 

Carrying Boar's Head ingredients is a plus, however the way their sandwiches are assembled and the ratio of ingredients used simply doesn't work for me. Oftentimes, I find my sandwich has a bulge of deli meat in the center and much less (and sometimes none at all) toward the outer parts nearing the crust. It has been my experience that the wraps are not treated this way, though the only wrap I've tried (Mexi) lacked flavor and tasted processed. 

I've eaten one salad at Dilly's - the Greek - and, while it is tasty, I discovered a dead fly in it halfway through and haven't ordered a salad there since. 

As other reviewers have reported, the soups aren't as piping hot as I'd like, though the variety and additional ""daily soup"" is appreciated. 

The bread is deliciously soft, warm, flavorful, and large - ideal for accompanying a soup or salad. If you're accustomed to filling up on a sandwich made with normal-sized slices, I suggest ordering a half sandwich so you can sample a side of soup, salad, or dessert as well. All sandwiches are served with a pickle spear.

The cookies and brownies get 4 stars on their own.

Today I gave Dilly's another shot and ordered a new menu item, the Red Bird, on wheat. Personally, I'm not a fan. The Blazin' Buffalo, Dilly Bird, and Smokey Mountain boast far better flavor combinations, IMO. Also, my pickle spear had a hair on it.

Dilly's is a bit pricier than its nearby competition (All whole sandwiches are $6.99), though a reasonable price if shared.

Overall, this is a higher quality sandwich shop than Subway, Blimpie, and the like. Unfortunately, the fly and hair experiences combined with the bread/meat ratio issue guarantee I will not return.",2,3,3,4,4,3,4,3,3
"My mother located this resturant and wanted to go. I of course, looked at the reviews on yelp and was expecting a lukewarm time wih flavorless food.  I went to pepin last night and was pleasantly surprised to find the opposite.  There were 3 adults and 1 child in our party. My 2 1/2 yo decided to get cranky the moment we sat down.  The place was about 1/2 full.  Our waitress came right over to our table and started to take drink orders.  My mother didn't like the location of the table so they promptly moved us to a table of her satisfaction. The waitress saw my child was squirmy and offered to get her food out right away which she did.  I had the red sangria. It was good but I've had better. My mother had the tiramisu drink that was so strong it knocked her sandles off but it was good. I had the paella which was good and tasty. My mom had lamb which she enjoyed.  I forgot what the 3rd party had but he enjoyed his. My baby had chicken fingers and fries which were actually sliced potato and she ate most of it. The entertainment was great! I kept laughing to myself about the other reviewer who said they were intent on driving nails through the floor. Yes they were stomping up a storm but it was great. My baby was so entertained and yelling and clapping. Everyone was entertained by her too. Our bill came to $123 which is not bad for food and entertainment. Oh it was saturday night about 6:15pm",4,4,4,4,4,2,3,3,4
"I moved in here a few ago and I do like it for the most part. The grounds are kept clean and tidy, except for some irresponsible pet owners. Some of them even let their pets run around leash-less or cannot control them. But that is not the management's issue.

Pros:
1. The apts are spacious, well-built.
2. Grounds are clean and grass is maintained.
3. Pool is well-maintained.
4. Online system for rent pay and maintenance tickets is great.
5. Price is great for the value.

Cons:
1. Apts not sound-proof or heat-proof.
2. Sprinklers tend to sprinkle more water over the sidewalks than the grass area.
3. Covered parking is extra $$$ and not enough of them anyways.
4. Uncovered spots are all just crowded in the parking lot at the back.
5. Security gates are open most of the time from the front and have gaps that could let an adult through on the sides.
6. Outer compound Walls are not high enough to actually prevent/make it difficult for an intruder.
7. Fitness center is adequate at best. Most of the free weights and equipment (except the machines) are broken or missing. The machines work ok, but are not maintained well.
8. Leasing office employees could use a bit more smile and inter-personal skills.",3,2,2,4,4,2,3,3,3
"My friend and I have been going to camelback spa for about 5 years for our birthdays. this past year we decided to try something new. We went to Desert Ridge Spa for a change of pace - man were we ever sorry we did. the facilites are not nearly as nice as Camelback, the food service sub par at best - while they did make it right - the fact that my friend ordered one thing and was given another and we complained to the waitress her response, was ""oh I was curious at which one of you got the wrong order"" Really?? you knew that and didn't come up to us? I asked for my burger medium and it came well done, I am glad I didnt wait for her to come back and ask how my food was cause it was 1/2 hour before she came back. I was parched for some water. Although they gave us our food for free - it was just inexcusable. Have had better massages at Massage Envy- will not be going back",2,1,1,5,5,1,1,3,1
"After a second visit, the chicken was a little dry and lacked flavor. Quite a contrast to my first visit. Still enjoyed the meal, but wasn't as impressed with the chicken. I'll have to go back to see if it was a fluke.",5,3,3,4,4,3,3,3,3
"beware of the hidden  65 cent surcharge per person for tea even if you don't drink tea?  really.

The crazy thing is, i'm sure no one even notices the extra cost because who checks the bill?

When I mentioned it to the cashier, she was stuttering and stammering and started to back pedal and said  ""oh, is this your 1st time?  we can remove it from the bill""

I said forget it, keep it.

i usually tip 20-30% but i'll just let them keep their meager 65 per charge.

  yeah, really worth losing a customer for?

my 4 year old daughter even gets the gratuitus tea party charge and she only drinks water.

gone are the $2.15 per item flat rate (can you say bait and switch?)

$2.35 PER so now they're no different from the rest of the dim sum places.

as sneaky as C-FOO trying to strong arm the 15% gratuity (which failed miserably and lost us and about 100 of our friends as customers)

so in a down economy, you're supposed to raise your prices and sneak in stealthy surcharges?

it's the chinese way i guess

back to china king for us.  sorry china king for being disloyal with having a brief and sordid affair with the palace.

will you forgive us? haha",1,1,1,1,1,1,2,3,1
"Yay! I got to try the happy hour finally! They even had a sweet band playing in the dinning room, great ambiance. 

On 4th of July weekend the girls and I got a room at the Valley Ho and ventured over to Vic's for some much need food around happy hour time. The fun drinks were totally wroth it! I got the burger on the HH menu, it was sooo yummy, huge and came with a bunch of fries and was only $3. Crazy right?! We were pretty tired so we couldn't stay long, but next time I want to try the calamari, hummus and other fun drinks.",4,4,4,4,4,4,4,4,4
"First let me say, that as a straight guy, I'm always a little apprehensive about going to gay bars for karaoke.  I know! I know! But my wife and I enjoy singing and have found it difficult to find places with decent sound systems that also have a decent catalogue of music, so I deal with it.  I've been to Kobalt twice now, the first time with my wife, and last night with a group of friends.  We had a lot of fun both times.  The music selection is one of the best we've found, although the sound system can be a little ""off"".  Sometimes the feedback can get a little strong on the wireless microphones.  I guess we're just spoiled by our regular karaoke haunt, and our hostess who mixes the music so you sound really good.  Here, it's just you and music baby!

I have to say, the crowd at Kobalt is really different (in a good way) than some of the other bars in town.  The patrons are very friendly, and very respectful (well, everyone except for the guy that told our friend she was built like a ""Brick Sh!thouse!""  I'm pretty sure he was just trying to tell her in his own way that she looked very lovely, which she did).  But seriously, that was a one-off and you get those in every crowd.   The bartender is really nice, very attentive, and remembered what we ordered from last week.  Huge props and huge tips!  The Karaoke host is great.  Works in new singers in a timely fashion and makes sure everyone has a good time.  

There's been a lot of talk about the smell of popcorn in previous reviews.  It's true; they have a popcorn machine by the patio door.  I've never tried it, but there's only been crumbs left when we got there both times so I guess it goes good with beer, apple martini's or whatever your choice of drink may be. I didn't find the smell overwhelming though, as some have said.

As for the catalogue, they have plenty to choose from.  You'll find a nice selection of country, rock, and of course...Showtunes!  You're almost guaranteed to hear Rent, Phantom, All that Jazz and plenty of old standards by Sinatra and the rest of the Pack.  FTW!

It was a little difficult to find at first, but if you drive around to the North side of the building, you can park under the structure and you'll see the sign in the breezeway.  I give Kobalt 4 out of 5 stars only because they don't have karaoke on a night when I don't have to get up early for work the next morning.  If you're ever in the neighborhood, check it out!",4,4,4,4,4,3,4,4,4
